file_name,functionVerified,function_name,function_line,error
 config.c, proxy_type_handler, proxy_type_handler , 1746 ,dereference failure: invalid pointer
 config.c, serial_flow_handler, serial_flow_handler , 1671 ,dereference failure: invalid pointer
 config.c, serial_parity_handler, serial_parity_handler , 1617 ,dereference failure: invalid pointer
 config.c, sshbug_handler, sshbug_handler , 719 ,dereference failure: invalid pointer
 config.c, sshbug_handler_manual_only, sshbug_handler_manual_only , 752 ,dereference failure: invalid pointer
 config.c, ttymodes_handler, ttymodes_handler , 1119 ,dereference failure: invalid pointer
 pinger.c, pinger_reconfig, pinger_reconfig , 63 ,dereference failure: invalid pointer
 pinger.c, pinger_timer, pinger_timer , 21 ,dereference failure: invalid pointer
 test/testzlib.c, main, main , 42 ,dereference failure: array bounds violated
 test/fuzzterm.c, main, main , 30 ,dereference failure: invalid pointer
 test/fuzzterm.c, fuzz_draw_cursor, fuzz_draw_cursor , 65 ,dereference failure: invalid pointer
 test/testcrypt.c, add_finaliser, add_finaliser , 305 ,dereference failure: invalid pointer
 test/testcrypt.c, ecdh_key_getkey_wrapper, ecdh_key_getkey , 992 ,dereference failure: invalid pointer
 test/testcrypt.c, finaliser_return_opt_string_asciz, finaliser_return_opt_string_asciz , 460 ,dereference failure: invalid pointer
 test/testcrypt.c, finaliser_return_opt_string_asciz_const, finaliser_return_opt_string_asciz_const , 479 ,dereference failure: invalid pointer
 test/testcrypt.c, finaliser_return_uint, finaliser_return_uint , 151 ,dereference failure: invalid pointer
 test/testcrypt.c, finaliser_return_value, finaliser_return_value , 143 ,dereference failure: invalid pointer
 test/testcrypt.c, free_value, primegen_free_context , 277 ,dereference failure: invalid pointer
 test/testcrypt.c, get_boolean, get_word , 199 ,dereference failure: invalid pointer
 test/testcrypt.c, get_out_opt_val_string_asciz, get_out_opt_val_string_asciz , 471 ,dereference failure: invalid pointer
 test/testcrypt.c, get_out_opt_val_string_asciz_const, get_out_opt_val_string_asciz_const , 490 ,dereference failure: invalid pointer
 test/testcrypt.c, int16_list_resize, int16_list_resize , 16 ,dereference failure: invalid pointer
 test/testcrypt.c, key_components_count, key_components_count , 1281 ,dereference failure: invalid pointer
 test/testcrypt.c, key_components_nth_mp, key_components_nth_mp , 1300 ,dereference failure: invalid pointer
 test/testcrypt.c, key_components_nth_name, key_components_nth_name , 1284 ,dereference failure: invalid pointer
 test/testcrypt.c, make_int16_list, make_int16_list , 407 ,dereference failure: invalid pointer
 test/testcrypt.c, ntru_encode_schedule_wrapper, ntru_encode_schedule_wrapper , 977 ,dereference failure: invalid pointer
 test/testcrypt.c, ntru_encode_wrapper, ntru_encode_wrapper , 983 ,dereference failure: invalid pointer
 test/testcrypt.c, ntru_pubkey_wrapper, memcpy , 264 ,dereference failure: invalid pointer
 test/testcrypt.c, ppk_load_s_wrapper, ppk_load_s_wrapper , 1180 ,dereference failure: invalid pointer
 test/testcrypt.c, return_int16_list, return_int16_list , 424 ,dereference failure: invalid pointer
 test/testcrypt.c, rsa1_generate, rsa1_generate , 1244 ,dereference failure: invalid pointer
 test/testcrypt.c, rsa1_load_s_wrapper, rsa1_load_s_wrapper , 1189 ,dereference failure: invalid pointer
 test/testcrypt.c, rsa1_save_sb_wrapper, rsa1_save_sb_wrapper , 1223 ,dereference failure: invalid pointer
 test/testcrypt.c, rsa_ssh1_encrypt_wrapper, rsa_ssh1_encrypt_wrapper , 136 ,dereference failure: invalid pointer
 test/testcrypt.c, ssh2_mac_genresult_wrapper, ssh2_mac_alg , 750 ,dereference failure: invalid pointer
 test/testcrypt.c, ssh_hash_digest_wrapper, ssh_hash_alg , 793 ,dereference failure: invalid pointer
 test/testcrypt.c, ssh_key_base_key_wrapper, ssh_key_base_key , 923 ,dereference failure: invalid pointer
 test/testcrypt.c, valuecmp, valuecmp , 153 ,dereference failure: invalid pointer
 test/testcrypt.c, valuefind, valuefind , 160 ,dereference failure: invalid pointer
 test/testsc.c, main, main , 1760 ,dereference failure: array bounds violated
 test/testsc.c, random_advance_counter, ssh_hash_reset , 798 ,dereference failure: NULL pointer
 test/testsc.c, test_cipher, ssh_cipher_new , 684 ,dereference failure: invalid pointer
 test/testsc.c, test_mac_aesgcm_sw_refpoly, ssh_cipher_free , 686 ,dereference failure: invalid pointer
 test/testsc.c, test_mp_cmp, test_mp_cmp , 530 ,dereference failure: invalid pointer
 test/testsc.c, test_mp_string_format, test_mp_string_format , 501 ,dereference failure: invalid pointer
 stubs/no-print.c, printer_start_enum, printer_start_enum , 29 ,dereference failure: invalid pointer
 stubs/null-key.c, nullkey_alternate_ssh_id, nullkey_alternate_ssh_id , 12 ,dereference failure: invalid pointer
 charset/toucs.c, unicode_emit, unicode_emit , 40 ,dereference failure: invalid pointer
 charset/localenc.c, charset_from_localenc, charset_from_localenc , 105 ,dereference failure: invalid pointer
 charset/mimeenc.c, charset_from_mimeenc, charset_from_mimeenc , 209 ,dereference failure: invalid pointer
 charset/sbcs.c, write_sbcs, write_sbcs , 52 ,dereference failure: invalid pointer
 charset/utf8.c, write_utf8, write_utf8 , 198 ,dereference failure: invalid pointer
 unix/network.c, cmpforsearch, cmpforsearch , 162 ,dereference failure: invalid pointer
 unix/network.c, cmpfortree, cmpfortree , 152 ,Same object violation
 unix/network.c, get_hostname, get_hostname , 1604 ,dereference failure: invalid pointer
 unix/network.c, net_select_result, net_select_result , 1400 ,dereference failure: invalid pointer
 unix/network.c, net_service_lookup, net_service_lookup , 1593 ,dereference failure: invalid pointer
 unix/network.c, sk_addr_dup, sk_addr_dup , 473 ,dereference failure: invalid pointer
 unix/network.c, sk_addr_error, sk_addr_error , 1480 ,dereference failure: invalid pointer
 unix/network.c, sk_addr_needs_port, sk_addr_needs_port , 360 ,dereference failure: invalid pointer
 unix/network.c, sk_address_is_local, sk_address_is_local , 396 ,dereference failure: invalid pointer
 unix/network.c, sk_address_is_special_local, sk_address_is_special_local , 416 ,dereference failure: invalid pointer
 unix/network.c, sk_addrtype, sk_addrtype , 134 ,dereference failure: invalid pointer
 unix/network.c, sk_extractaddr_tmp, sk_extractaddr_tmp , 343 ,dereference failure: invalid pointer
 unix/network.c, sk_getaddr, sk_getaddr , 313 ,dereference failure: invalid pointer
 unix/network.c, sk_getxdmdata, sk_getxdmdata , 1058 ,dereference failure: invalid pointer
 unix/network.c, sk_net_accept, sk_net_accept , 514 ,dereference failure: invalid pointer
 unix/network.c, sk_net_get_fd, sk_net_get_fd , 1564 ,dereference failure: invalid pointer
 unix/network.c, sk_net_peer_info, sk_net_peer_info , 1507 ,dereference failure: invalid pointer
 unix/network.c, sk_net_plug, sk_net_plug , 480 ,dereference failure: invalid pointer
 unix/network.c, sk_net_set_frozen, sk_net_set_frozen , 1491 ,dereference failure: invalid pointer
 unix/network.c, sk_net_socket_error, sk_net_socket_error , 1485 ,dereference failure: invalid pointer
 unix/network.c, sk_newlistener, sk_newlistener , 814 ,dereference failure: invalid pointer
 unix/network.c, sockaddr_is_loopback, sockaddr_is_loopback , 45 ,dereference failure: invalid pointer
 unix/network.c, try_connect, plug_log , 249 ,dereference failure: invalid pointer
 unix/network.c, try_send, memmove , 293 ,dereference failure: invalid pointer
 unix/network.c, uxsel_tell, uxsel_tell , 1573 ,dereference failure: invalid pointer
 unix/pty.c, copy_ttymodes_into_termios, copy_ttymodes_into_termios , 830 ,dereference failure: invalid pointer
 unix/pty.c, new_pty_struct, new_pty_struct , 423 ,dereference failure: invalid pointer
 unix/pty.c, pty_backend_create, seat_set_trust_status , 1472 ,dereference failure: invalid pointer
 unix/pty.c, pty_backend_exit_signame, pty_backend_exit_signame , 1567 ,dereference failure: invalid pointer
 unix/pty.c, pty_backend_exit_signum, pty_backend_exit_signum , 1559 ,dereference failure: invalid pointer
 unix/pty.c, pty_close, pty_close , 1396 ,dereference failure: invalid pointer
 unix/pty.c, pty_compare_by_pid, pty_compare_by_pid , 132 ,dereference failure: invalid pointer
 unix/pty.c, pty_exitcode, pty_exitcode , 1547 ,dereference failure: invalid pointer
 unix/pty.c, pty_open_slave, pty_open_slave , 306 ,dereference failure: invalid pointer
 unix/pty.c, pty_real_select_result, pty_real_select_result , 15 ,dereference failure: invalid pointer
 unix/pty.c, pty_reconfig, pty_reconfig , 1307 ,dereference failure: invalid pointer
 unix/pty.c, pty_select_result, pty_real_select_result , 614 ,dereference failure: invalid pointer
 unix/pty.c, pty_send, pty_send , 1385 ,dereference failure: invalid pointer
 unix/pty.c, pty_special, pty_special , 1488 ,dereference failure: invalid pointer
 unix/pty.c, pty_unthrottle, pty_unthrottle , 1528 ,dereference failure: invalid pointer
 unix/pty.c, pty_uxsel_setup, pty_uxsel_setup , 811 ,dereference failure: invalid pointer
 unix/pty.c, pty_uxsel_setup_fd, pty_uxsel_setup_fd , 788 ,dereference failure: invalid pointer
 unix/pty.c, ptyfd_find, ptyfd_find , 109 ,dereference failure: invalid pointer
 unix/uxsel.c, first_fd, first_fd , 110 ,dereference failure: invalid pointer
 unix/uxsel.c, uxsel_del, uxsel_del , 85 ,dereference failure: invalid pointer
 unix/uxsel.c, uxsel_fd_findcmp, uxsel_fd_findcmp , 41 ,dereference failure: invalid pointer
 unix/pterm.c, initial_config_box, initial_config_box , 35 ,dereference failure: invalid pointer
 unix/procnet.c, get_space_separated_field, get_space_separated_field , 34 ,dereference failure: invalid pointer
 unix/psusan.c, server_conn_plug, server_conn_plug , 257 ,dereference failure: invalid pointer
 unix/psusan.c, server_logging_error, server_logging_error , 142 ,dereference failure: invalid pointer
 unix/uppity.c, main, init_cmdline_instance , 579 ,dereference failure: invalid pointer
 unix/uppity.c, auth_kbdint_prompts, auth_kbdint_prompts , 284 ,dereference failure: invalid pointer
 unix/uppity.c, auth_kbdint_responses, auth_kbdint_responses , 302 ,dereference failure: invalid pointer
 unix/uppity.c, auth_none, auth_none , 208 ,dereference failure: invalid pointer
 unix/uppity.c, auth_publickey, auth_publickey , 246 ,dereference failure: invalid pointer
 unix/uppity.c, auth_publickey_ssh1, auth_publickey_ssh1 , 256 ,dereference failure: invalid pointer
 unix/uppity.c, cmdline_instance_start, server_conn_plug , 468 ,dereference failure: invalid pointer
 unix/uppity.c, init_cmdline_instance, getenv , 66 ,dereference failure: NULL pointer
 unix/uppity.c, server_logging_error, server_logging_error , 172 ,dereference failure: invalid pointer
 unix/fd-socket.c, fdsocket_close, deferred_socket_opener_free , 432 ,dereference failure: invalid pointer
 unix/fd-socket.c, fdsocket_connect_success_callback, fdsocket_connect_success_callback , 332 ,dereference failure: invalid pointer
 unix/fd-socket.c, fdsocket_inerrfd_cmp, fdsocket_inerrfd_cmp , 69 ,dereference failure: invalid pointer
 unix/fd-socket.c, fdsocket_infd_cmp, fdsocket_infd_cmp , 49 ,dereference failure: invalid pointer
 unix/fd-socket.c, fdsocket_infd_find, fdsocket_infd_find , 57 ,dereference failure: invalid pointer
 unix/fd-socket.c, fdsocket_outfd_cmp, fdsocket_outfd_cmp , 89 ,dereference failure: invalid pointer
 unix/fd-socket.c, fdsocket_outfd_find, fdsocket_outfd_find , 97 ,dereference failure: invalid pointer
 unix/fd-socket.c, fdsocket_select_result_input, fdsocket_select_result_input , 270 ,dereference failure: invalid pointer
 unix/fd-socket.c, fdsocket_select_result_output, fdsocket_try_send , 183 ,dereference failure: invalid pointer
 unix/fd-socket.c, fdsocket_set_frozen, fdsocket_set_frozen , 247 ,dereference failure: invalid pointer
 unix/fd-socket.c, make_deferred_fd_socket, make_fd_socket_internal , 386 ,dereference failure: invalid pointer
 unix/unicode.c, decode_codepage, decode_codepage , 268 ,dereference failure: invalid pointer
 unix/unicode.c, wc_to_mb, wc_to_mb , 87 ,dereference failure: invalid pointer
 unix/sftp.c, close_directory, close_directory , 345 ,dereference failure: invalid pointer
 unix/sftp.c, close_rfile, close_rfile , 167 ,dereference failure: invalid pointer
 unix/sftp.c, file_type, file_type , 295 ,dereference failure: invalid pointer
